마자, 94, 170
나나, 96, 187
다차, 42, 144
차차, 68, 145
사카, 62, 154
파다, 63, 165
라자, 49, 198
바바, 59, 164
차마, 67, 163
아하, 53, 166
아라, 46, 161
가아, 62, 175
하자, 77, 158
나카, 47, 158
타차, 96, 144
나바, 76, 182
라카, 40, 160
차나, 67, 188
나마, 69, 148
카사, 47, 178
하라, 56, 197
카바, 65, 178
사하, 70, 156
파카, 46, 160
차다, 41, 142
차바, 66, 185
타아, 44, 160
파차, 43, 156
마사, 53, 167
나가, 61, 154
아타, 65, 155
파아, 66, 151
자가, 49, 154
파바, 51, 158
나다, 72, 161
사가, 64, 180
하하, 93, 190
하타, 78, 177
사아, 72, 180
하바, 57, 167
마타, 56, 197
바아, 86, 162
하나, 65, 145
아가, 78, 179
자사, 54, 163
라파, 80, 176
카카, 98, 190
가아, 40, 161
타파, 82, 184
라차, 54, 185
자가, 65, 144
마자, 80, 173
마가, 64, 169
자나, 67, 197
아파, 47, 195
차차, 52, 145
나자, 87, 195
자나, 49, 160
차카, 68, 162
카사, 72, 151
바다, 45, 151
라마, 80, 163
타가, 59, 173
바사, 53, 157
마파, 95, 193
파다, 64, 174
마라, 98, 142
사다, 78, 178
나라, 91, 169
파파, 96, 153
파마, 94, 170
카가, 66, 181
아나, 60, 175
타카, 94, 175
카바, 64, 155
카파, 74, 189
마라, 73, 185
파파, 64, 170
사카, 68, 187
자카, 90, 166
자마, 69, 192
자바, 72, 150
카다, 83, 164
마사, 46, 175
카타, 78, 159
차자, 75, 144
마자, 43, 153
마파, 78, 194
카마, 64, 199
가마, 85, 167
차바, 43, 197
마마, 98, 194
하자, 66, 160
파마, 58, 187
하아, 68, 162
차자, 85, 165
가사, 48, 156
자다, 60, 165
하타, 72, 176
차마, 63, 176
마차, 85, 155
차차, 62, 146
사나, 80, 140
사카, 77, 144
마카, 69, 149
마타, 60, 158
아파, 41, 199
가마, 74, 150
다라, 77, 153
아하, 90, 183
라아, 88, 186
차아, 43, 180
파다, 45, 140
라바, 66, 141
하다, 90, 144
라카, 76, 140
차다, 45, 190
하라, 88, 172
마아, 81, 176
하하, 98, 192
아타, 66, 177
타바, 70, 144
라라, 97, 173
바사, 98, 193
바자, 87, 164
카라, 67, 175
사타, 54, 190
바마, 46, 196
다바, 92, 141
사바, 82, 196
하하, 56, 174
라나, 52, 173
파타, 98, 183
파하, 73, 179
타파, 97, 189
라바, 79, 171
마다, 62, 190
마자, 99, 192
사나, 74, 199
라라, 83, 166
나자, 64, 147
타아, 76, 148
라사, 47, 140
타마, 69, 186
가사, 75, 140
